stat,filename,set,combo_1,combo_2,combo_3,combo_4,combo_5,combo_6,combo_7,combo_8,combo_9,combo_10,combo_11,combo_12,combo_13,combo_14,combo_15,combo_16,combo_17,combo_18,combo_19,combo_20,combo_21,combo_22,combo_23,combo_24,combo_25
speed,set007-A3_339.txt,07,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
distance,set007-A3_339.txt,07,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
trough,set007-A3_53.txt,07,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
speed,set007-A3_53.txt,07,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
distance,set007-A3_53.txt,07,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19,13.19
trough,set007-A4_266.txt,07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set007-A4_266.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set007-A4_266.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set007-A4_349.txt,07,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
speed,set007-A4_349.txt,07,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
distance,set007-A4_349.txt,07,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
trough,set007-A4_42.txt,07,428,427,426,424,424,426,425,424,424,423,424,424,423,423,423,424,423,423,423,423,423,423,423,423,423
speed,set007-A4_42.txt,07,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
distance,set007-A4_42.txt,07,265.14,264.51,264.51,264.51,264.51,264.51,264.51,264.51,264.51,263.89,264.51,264.51,263.89,263.89,263.89,264.51,263.89,263.89,263.89,263.89,263.89,263.89,263.89,263.89,263.89
trough,set007-A4_48.txt,07,104,66,43,30,23,47,30,24,21,23,29,23,23,21,19,21,22,19,17,17,21,19,17,16,15
speed,set007-A4_48.txt,07,3.42,0.97,1.09,0.56,0.42,1.05,0.56,0.4,0.41,1.64,0.57,0.42,1.28,1.44,0.37,0.41,1.47,0.37,0.28,0.28,1.68,0.37,0.28,0.28,0.28
distance,set007-A4_48.txt,07,49.01,27.65,16.96,13.19,10.05,18.22,13.19,10.68,9.42,10.68,12.57,10.05,10.68,9.42,8.17,9.42,10.05,8.17,6.91,6.91,9.42,8.17,6.91,6.91,6.91
trough,set007-A4_56.txt,07,8620,8602,8581,8566,8546,8597,8576,8560,8541,8535,8566,8546,8535,8517,8509,8542,8527,8513,8508,8502,8517,8509,8503,8499,8498
speed,set007-A4_56.txt,07,0.42,0.41,0.41,0.4,0.39,0.41,0.4,0.4,0.39,0.39,0.4,0.39,0.39,0.39,0.38,0.39,0.39,0.38,0.38,0.38,0.39,0.38,0.38,0.38,0.38
distance,set007-A4_56.txt,07,5397.73,5387.04,5376.36,5366.94,5355.63,5383.9,5373.22,5363.8,5352.49,5348.72,5366.94,5355.63,5348.72,5337.41,5332.38,5353.12,5343.69,5334.9,5331.75,5327.36,5337.41,5332.38,5327.98,5325.47,5324.84
trough,set007-B1_260.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set007-B1_260.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set007-B1_260.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set007-B1_282.txt,07,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138,18138
speed,set007-B1_282.txt,07,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
distance,set007-B1_282.txt,07,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71,11391.71
trough,set007-B1_439.txt,07,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
speed,set007-B1_439.txt,07,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
distance,set007-B1_439.txt,07,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65
trough,set007-B2_161.txt,07,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668,9668
speed,set007-B2_161.txt,07,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
distance,set007-B2_161.txt,07,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52,6072.52
trough,set007-B2_314.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set007-B2_314.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set007-B2_314.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set007-B2_93.txt,07,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
speed,set007-B2_93.txt,07,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
distance,set007-B2_93.txt,07,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
trough,set007-B3_215.txt,07,16101,16100,16100,16099,16100,16100,16101,16100,16100,16099,16099,16100,16100,16099,16096,16100,16099,16097,16096,16095,16098,16096,16096,16095,16094
speed,set007-B3_215.txt,07,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
distance,set007-B3_215.txt,07,10115.63,10115.0,10115.0,10114.37,10115.0,10115.0,10115.63,10115.0,10115.0,10114.37,10114.37,10115.0,10115.0,10114.37,10112.49,10115.0,10114.37,10113.12,10112.49,10111.86,10113.75,10112.49,10112.49,10111.86,10111.23
trough,set007-B3_310.txt,07,145,146,142,140,140,143,140,139,139,139,140,140,139,138,136,139,139,138,135,134,138,137,135,134,134
speed,set007-B3_310.txt,07,0.79,0.66,0.54,0.52,0.63,0.54,0.52,0.53,0.56,0.56,0.53,0.63,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56
distance,set007-B3_310.txt,07,84.82,85.45,82.94,81.68,82.31,83.56,81.68,81.68,81.68,81.68,81.68,82.31,81.68,81.68,81.68,81.68,81.68,81.68,81.05,80.42,81.68,81.68,81.05,80.42,80.42
trough,set007-B3_413.txt,07,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
speed,set007-B3_413.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set007-B3_413.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set007-B3_99.txt,07,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,4,4,4,4
speed,set007-B3_99.txt,07,1.55,1.55,1.54,1.55,1.53,1.55,1.55,1.55,1.53,1.53,1.55,1.55,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53,1.53
distance,set007-B3_99.txt,07,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
trough,set007-B4_192.txt,07,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,4,4,2,1,1,2,1,1,1,1
speed,set007-B4_192.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set007-B4_192.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set007-B4_254.txt,07,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
speed,set007-B4_254.txt,07,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24
distance,set007-B4_254.txt,07,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14,3.14
trough,set007-B4_327.txt,07,7,7,6,6,5,6,6,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5
speed,set007-B4_327.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set007-B4_327.txt,07,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
trough,set007-B4_342.txt,07,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197
speed,set007-B4_342.txt,07,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
distance,set007-B4_342.txt,07,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01,120.01
trough,set007-B4_38.txt,07,3086,3084,3084,3084,3084,3084,3084,3084,3084,3083,3084,3084,3084,3083,3083,3084,3083,3083,3083,3082,3083,3083,3082,3082,3082
speed,set007-B4_38.txt,07,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
distance,set007-B4_38.txt,07,1938.31,1937.05,1937.05,1937.05,1937.05,1937.05,1937.05,1937.05,1937.05,1936.42,1937.05,1937.05,1937.05,1936.42,1936.42,1937.05,1936.42,1936.42,1936.42,1935.79,1936.42,1936.42,1935.79,1935.79,1935.79
trough,set007-B4_428.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set007-B4_428.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set007-B4_428.txt,07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set007-B4_46.txt,07,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
speed,set007-B4_46.txt,07,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
distance,set007-B4_46.txt,07,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77
trough,set007-B4_87.txt,07,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,19,19,19,18,18,19,18,18,18,18
speed,set007-B4_87.txt,07,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
distance,set007-B4_87.txt,07,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.8
trough,set008-A1_168.txt,08,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
speed,set008-A1_168.txt,08,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
distance,set008-A1_168.txt,08,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88,1.88
trough,set008-A1_212.txt,08,27653,27653,27653,27653,27653,27653,27653,27653,27653,27653,27653,27653,27653,27653,27653,27653,27653,27653,27653,27653,27653,27653,27653,27653,27653
speed,set008-A1_212.txt,08,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
distance,set008-A1_212.txt,08,17371.87,17371.87,17371.87,17371.87,17371.87,17371.87,17371.87,17371.87,17371.87,17371.87,17371.87,17371.87,17371.87,17371.87,17371.87,17371.87,17371.87,17371.87,17371.87,17371.87,17371.87,17371.87,17371.87,17371.87,17371.87
trough,set008-A2_136.txt,08,15587,15587,15587,15587,15587,15587,15587,15587,15587,15587,15587,15587,15587,15587,15587,15587,15587,15587,15587,15587,15587,15587,15587,15587,15587
speed,set008-A2_136.txt,08,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
distance,set008-A2_136.txt,08,9792.68,9792.68,9792.68,9792.68,9792.68,9792.68,9792.68,9792.68,9792.68,9792.68,9792.68,9792.68,9792.68,9792.68,9792.68,9792.68,9792.68,9792.68,9792.68,9792.68,9792.68,9792.68,9792.68,9792.68,9792.68
trough,set008-A2_96.txt,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set008-A2_96.txt,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set008-A2_96.txt,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set008-A3_193.txt,08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
speed,set008-A3_193.txt,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set008-A3_193.txt,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set008-A3_211.txt,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speed,set008-A3_211.txt,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set008-A3_211.txt,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set008-A3_225.txt,08,1906,1906,1906,1906,1905,1906,1906,1905,1905,1905,1906,1905,1905,1905,1905,1905,1905,1905,1906,1906,1905,1905,1906,1906,1908
speed,set008-A3_225.txt,08,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.49
distance,set008-A3_225.txt,08,1183.09,1183.09,1183.09,1183.09,1182.46,1183.09,1183.09,1182.46,1182.46,1182.46,1183.09,1182.46,1182.46,1182.46,1182.46,1182.46,1182.46,1182.46,1183.09,1183.09,1182.46,1182.46,1183.09,1183.09,1184.35
trough,set008-A3_316.txt,08,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472,472
speed,set008-A3_316.txt,08,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
distance,set008-A3_316.txt,08,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3,295.3
trough,set008-A3_355.txt,08,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664
speed,set008-A3_355.txt,08,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23
distance,set008-A3_355.txt,08,1044.23,1044.23,1044.23,1044.23,1044.23,1044.23,1044.23,1044.23,1044.23,1044.23,1044.23,1044.23,1044.23,1044.23,1044.23,1044.23,1044.23,1044.23,1044.23,1044.23,1044.23,1044.23,1044.23,1044.23,1044.23
trough,set008-A3_388.txt,08,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
speed,set008-A3_388.txt,08,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
distance,set008-A3_388.txt,08,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36,21.36
trough,set008-A3_40.txt,08,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587,1587
speed,set008-A3_40.txt,08,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
distance,set008-A3_40.txt,08,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48,996.48
trough,set008-A3_90.txt,08,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162
speed,set008-A3_90.txt,08,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43
distance,set008-A3_90.txt,08,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9
trough,set008-A4_119.txt,08,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
speed,set008-A4_119.txt,08,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
distance,set008-A4_119.txt,08,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57,12.57
trough,set008-A4_140.txt,08,94,41,24,24,24,29,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
speed,set008-A4_140.txt,08,3.58,0.65,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
distance,set008-A4_140.txt,08,45.24,16.34,10.68,10.68,10.68,11.31,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68,10.68
trough,set008-A4_231.txt,08,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612
speed,set008-A4_231.txt,08,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
distance,set008-A4_231.txt,08,382.63,382.63,382.63,382.63,382.63,382.63,382.63,382.63,382.63,382.63,382.63,382.63,382.63,382.63,382.63,382.63,382.63,382.63,382.63,382.63,382.63,382.63,382.63,382.63,382.63
trough,set008-A4_307.txt,08,2668,2632,2620,2604,2592,2629,2607,2596,2589,2586,2604,2592,2586,2583,2588,2589,2585,2583,2587,2584,2583,2588,2585,2576,2572
speed,set008-A4_307.txt,08,0.39,0.34,0.35,0.33,0.31,0.35,0.33,0.31,0.31,0.3,0.33,0.31,0.3,0.3,0.32,0.31,0.3,0.3,0.32,0.31,0.3,0.32,0.31,0.29,0.29
distance,set008-A4_307.txt,08,1671.91,1649.29,1641.75,1631.7,1624.16,1647.4,1633.58,1626.67,1622.27,1620.39,1631.7,1624.16,1620.39,1618.5,1621.64,1622.27,1619.76,1618.5,1621.01,1619.13,1618.5,1621.64,1619.76,1614.1,1611.59
trough,set008-A4_308.txt,08,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
speed,set008-A4_308.txt,08,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
distance,set008-A4_308.txt,08,64.09,64.09,64.09,64.09,64.09,64.09,64.09,64.09,64.09,64.09,64.09,64.09,64.09,64.09,64.09,64.09,64.09,64.09,64.09,64.09,64.09,64.09,64.09,64.09,64.09
trough,set008-A4_344.txt,08,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
speed,set008-A4_344.txt,08,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21
distance,set008-A4_344.txt,08,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51,2.51
trough,set008-A4_421.txt,08,286,252,228,223,222,238,223,223,222,222,223,222,222,222,222,222,222,222,222,222,222,222,222,222,222
speed,set008-A4_421.txt,08,1.38,0.6,0.32,0.32,0.32,0.46,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
distance,set008-A4_421.txt,08,172.15,150.79,136.34,135.08,135.08,142.62,135.08,135.08,135.08,135.08,135.08,135.08,135.08,135.08,135.08,135.08,135.08,135.08,135.08,135.08,135.08,135.08,135.08,135.08,135.08
trough,set008-A4_95.txt,08,32,38,31,30,30,32,31,30,29,30,30,30,30,30,30,29,30,30,31,31,30,30,32,31,31
speed,set008-A4_95.txt,08,0.24,0.31,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.32,0.24,0.24,0.32,0.32,0.32,0.24,0.32,0.32,0.57,0.61,0.32,0.32,1.61,0.61,0.62
distance,set008-A4_95.txt,08,13.82,17.59,13.82,13.82,13.82,13.82,13.82,13.82,13.82,14.45,13.82,13.82,14.45,14.45,14.45,13.82,14.45,14.45,15.08,15.08,14.45,14.45,15.71,15.08,15.08
trough,set008-B1_309.txt,08,11594,11594,11594,11594,11594,11594,11594,11594,11594,11594,11594,11594,11594,11594,11594,11594,11594,11594,11594,11594,11594,11594,11594,11594,11594
speed,set008-B1_309.txt,08,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
distance,set008-B1_309.txt,08,7282.63,7282.63,7282.63,7282.63,7282.63,7282.63,7282.63,7282.63,7282.63,7282.63,7282.63,7282.63,7282.63,7282.63,7282.63,7282.63,7282.63,7282.63,7282.63,7282.63,7282.63,7282.63,7282.63,7282.63,7282.63
trough,set008-B1_437.txt,08,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
speed,set008-B1_437.txt,08,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
distance,set008-B1_437.txt,08,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96
trough,set008-B2_105.txt,08,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
speed,set008-B2_105.txt,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distance,set008-B2_105.txt,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trough,set008-B2_249.txt,08,19607,19607,19607,19607,19607,19607,19607,19607,19607,19607,19607,19607,19607,19607,19607,19607,19607,19607,19607,19607,19607,19607,19607,19607,19607
